PROCEDURE,Billing Description,UNIT CHARGE
302000193,FLUORESCENT ANTIBODY; SCREEN - FACILITY,125
302000194,"AUTOLOGOUS BLOOD, OP SALVAGE - FACILITY",1352
302000195,INTRINSIC FACTOR ANTIBODY - FACILITY,158
302000197,LEGIONELLA - FACILITY,161
302000198,LEISHMANIA - FACILITY,114
302000199,LEPTOSPIRA - FACILITY,117
302000203,LYME DISEASE ANTIBODY - FACILITY,137
302000204,"LYME DISEASE ANTIBODY, CONFIRMATORY - FACILITY",132
302000206,LYMPHOCYTE TRANSFORMATION - FACILITY,507
302000207,LYMPHOCYTE TRANSFORMATION - FACILITY,507
302000209,"LYMPHOCYTOTOXICITY ASSAY,TITRATN - FACILITY",285
302000210,MYCOPLASMA - FACILITY,102
302000211,MYCOPLASMA - FACILITY,90
302000212,"TB TEST, CELL MEDIATED ANTIGEN RESPONSE,GAMMA INTERFRON - FACILITY",144
302000213,MICROPOLYSPORA FAENI IGG AB SERUM - FACILITY,104
302000214,MICROSOMAL ANTIBODY - FACILITY,141
302000215,MICROSOMAL ANTIBODY - FACILITY,120
302000218,MONONUCLEAR CELL AG EA - FACILITY,230
302000220,MUMPS - FACILITY,156
302000221,MUMPS - FACILITY,150
302000223,"NK CELLS, TOTAL COUNT - FACILITY",251
302000225,"NEUTRALIZATION TEST, VIRAL - FACILITY",178
302000226,FLUORESCENT ANTIBODY; SCREEN - FACILITY,125
302000227,FLUORESCENT ANTIBODY; SCREEN - FACILITY,126
302000228,FLUORESCENT ANTIBODY; TITER - FACILITY,115
302000231,"PARTICLE AGGLUTINATION TEST, SCREEN - FACILITY",54
302000232,PARVOVIRUS - FACILITY,115
302000234,FLUORESCENT ANTIBODY; TITER - FACILITY,115
302000235,PLATELET ANTIBODIES - FACILITY,272
302000236,IMMUNOGLOBULIN ASSAY - FACILITY,199
302000237,PLATELET ANTIBODIES - FACILITY,272
302000238,RBC PRETREATMENT/CHEM OR DRUGS - FACILITY,149
302000239,RBC PRETREATMENT/ENZYM - FACILITY,75
302000241,"RBC PRETREAT,SERUM DIFF RBC ABSO - FACILITY",209
302000242,"RBC PRETREAT,SERUM DIFF RBC ABSO - FACILITY",106
302000244,"RBC PRETREATMENT,SERUM INHIB - FACILITY",100
302000247,PRTZA BABESIA MICROTI AB - FACILITY,150
302000248,PRTZA ENTAMOEBA HISTOLYTICA AB - FACILITY,118
302000250,TRYPANOSOMA CRUZI AB IGG - FACILITY,118
302000251,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000252,Q FEVER ANTIBODY - FACILITY,97
302000253,Q FEVER ANTIBODY - FACILITY,97
302000254,BLOOD TYPING RBC ANTIGENS OTH/THN ABO/RH D EACH - FACILITY,75
302000255,BLOOD TYPING RBC ANTIGENS OTH/THN ABO/RH D EACH - FACILITY,75
302000259,BLOOD TYPING SEROLOGIC RH PHENOTYPING COMPLETE - FACILITY,120
302000262,"RHEUMATOID FACTOR, QUANT - FACILITY",68
302000263,RICKETTSIA - FACILITY,88
302000264,RICKETTSIA - FACILITY,88
302000266,SYPHILIS TEST NON TREPONEMAL ANTIBODY QUAL - FACILITY,48
302000267,RUBELLA - FACILITY,83
302000268,RUBELLA - FACILITY,83
302000269,RUBEOLA - FACILITY,139
302000270,RUBEOLA - FACILITY,148
302000272,SACCHAROMYCES CEREVISIASE AB - FACILITY,202
302000274,SCHISTOSOMA AB - FACILITY,156
302000276,FLUORESCENT ANTIBODY; SCREEN - FACILITY,126
302000278,SPOROTHRIX AB - FACILITY,192
302000279,"STEM CELLS, TOTAL COUNT - FACILITY",271
302000281,STREP PNEUMONIA IGG QUANT - FACILITY,17
302000282,STRONGYLOIDES AB IGG - FACILITY,156
302000283,ANTIBODY TREPONEMA PALLIDUM - FACILITY,104
302000284,ANTIBODY TREPONEMA PALLIDUM - FACILITY,88
302000286,T CELL ABSOLUTE COUNT/RATIO - FACILITY,215
302000288,"T CELLS, TOTAL COUNT - FACILITY",183
302000293,TETANUS TOXOID IGG AB RUO - FACILITY,108
302000295,THERMOACTINOMYCES AB - FACILITY,104
302000296,THYROGLOBULIN ANTIBODY - FACILITY,98
302000297,TOXOPLASMA - FACILITY,98
302000298,"TOXOPLASMA, IGM - FACILITY",114
302000300,TRICHINELLA - FACILITY,124
302000301,VARICELLA-ZOSTER - FACILITY,132
302000302,VARICELLA-ZOSTER - FACILITY,102
302000303,SYPHILIS TEST NON TREPONEMAL ANTIBODY QUAL - FACILITY,48
302000305,WEST NILE VIRUS ANTIBODY - FACILITY,103
302000306,"WEST NILE VIRUS AB, IGM - FACILITY",103
302000308,POOLING BLOOD PLATELETS - FACILITY,74
302000314,"COMPLEMENT, ANTIGEN - FACILITY",141
302000316,HEPATITIS C AB TEST - FACILITY,134
302000335,RBC PHENOTYPE - FACILITY,418
302000336,FLUORESCENT ANTIBODY; TITER - FACILITY,115
302000337,S. MANSONI AB IGG - FACILITY,156
302000364,IAAD IA HIV-1 AG W/HIV-1 & HIV-2 ANTBDY SINGLE - FACILITY,105
302000366,LYMPHOCYTE TRANSFORMATION - FACILITY,507
302000367,ANTINUCLEAR ANTIBODIES TITER - FACILITY,133
302000370,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000371,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000372,PR SYPHILIS NON-TREPONEMAL AB QUAN - FACILITY,46
302000373,ISLET CELL ANTIBODY - FACILITY,144
302000389,HTLV-I/-II AB SCREEN DONOR - FACILITY,133
302000395,"HEPATITIS, DELTA AGENT - FACILITY",183
302000401,ZIKA VIRUS IGM ANTIBODY - FACILITY,133
302000451,"COMPLEMENT, ANTIGEN - FACILITY",141
302000452,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,168
302000453,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,168
302000454,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,168
302000455,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,168
302000456,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000457,FLUORESCENT ANTIBODY; TITER - FACILITY,115
302000458,"IMMUNOASSAY, TUMOR ANTIGEN, CA 19-9 - FACILITY",204
302000460,LYMPHOCYTE TRANSFORMATION - FACILITY,507
302000461,LYME DISEASE ANTIBODY - FACILITY,137
302000462,LYME DISEASE ANTIBODY - FACILITY,137
302000463,LYME DISEASE ANTIBODY - FACILITY,137
302000464,"EHRLICHIA, ANTIBODY - FACILITY",163
302000465,DENGUE FEVER EA 1 - FACILITY,133
302000466,HEV AB 1 - FACILITY,109
305000001,ADAMTS13 ACTIVITY - FACILITY,144
305000002,FACTOR INHIBITOR TEST - FACILITY,180
305000004,FACTOR INHIBITOR TEST - FACILITY,180
305000005,FIBRINOLYTIC ANTIPLASMIN - FACILITY,153
305000006,"ANTITHROMBIN III TEST,ACTIV - FACILITY",160
305000007,"ANTITHROMBIN III TEST,ANTIGEN - FACILITY",203
305000008,ACTIVATED PROT C (APC) RESISTNCE ASSAY - FACILITY,210
305000009,THROMBOPLAS TIME PART PLASMA FRAC - FACILITY,74
305000015,COMPLETE CBC - FACILITY,44
305000016,COMPLETE CBC & AUTO DIFF WBC - FACILITY,46
305000018,"BLOOD CLOT FACTOR XIII TEST, SCREEN SOLUBILITY - FACILITY",120
305000019,"COAGULATION TIME, ACTIVATED - FACILITY",48
305000021,BLOOD CLOT FACTOR II TEST - FACILITY,131
305000023,FACTOR INHIBITOR TEST - FACILITY,173
305000024,BLOOD CLOT FACTOR IX TEST - FACILITY,229
305000025,BLOOD CLOT FACTOR V TEST - FACILITY,221
305000026,BLOOD CLOT FACTOR VII TEST - FACILITY,217
305000027,"BLOOD CLOT FACTOR VIII TEST, ONE STAGE - FACILITY",209
305000028,BLOOD CLOT FACTOR X TEST - FACILITY,211
305000029,BLOOD CLOT FACTOR XI TEST - FACILITY,236
305000030,BLOOD CLOT FACTOR XII TEST - FACILITY,242
305000032,"FIBRIN DEGRAD PRODUCTS, AGGLUTINATION - FACILITY",85
305000033,"FIBRINOGEN, ACTIVITY - FACILITY",81
305000034,"FIBRINOGEN, ANTIGEN - FACILITY",89
305000035,FIBRINOLYSINS SCREEN - FACILITY,100
305000037,HEMATOCRIT - FACILITY,25
305000038,HEMOGLOBIN - FACILITY,26
305000039,HEPARIN ASSAY - FACILITY,136
305000041,"PHOSPHOLIPID NEUTRALIZATION,HEXAGONAL PHOSPHOLIPID - FACILITY",160
305000045,LEUKOCYTE (WBC) COUNT - FACILITY,27
305000046,MURAMIDASE - FACILITY,138
305000047,"RBC OSMOTIC FRAGILITY,INCUBATED - FACILITY",144
305000049,BLOOD PLATELET AGGREGATION - FACILITY,154
305000050,PLATELET COUNT - FACILITY,32
305000051,"PHOSPHOLIPID NEUTRALIZATION,PLATELET - FACILITY",133
305000052,"CLOT INHIB PROTEIN C,ACTIV - FACILITY",210
305000053,"CLOT INHIB PROTEIN C,ANTIGEN - FACILITY",192
305000054,"CLOT INHIB PROTEIN S,FREE - FACILITY",182
305000055,"CLOT INHIB PROTEIN S,TOTAL - FACILITY",173
305000056,"PROTHROMBIN TEST,SUBSTI,FRACTN - FACILITY",56
305000057,PROTHROMBIN TIME - FACILITY,41
305000059,RBC SICKLE CELL TEST - FACILITY,50
305000060,REPTILASE TEST - FACILITY,93
305000061,"RETICULOCYTE COUNT, AUTO - FACILITY",43
305000063,"BLOOD CLOT FACTOR VIII TEST, VW FACTOR, RISTOCETIN COFACTOR - FACILITY",175
305000064,"RUSSELL VIPER VENOM, DILUTED - FACILITY",105
305000066,"RBC SED RATE, NONAUTO - FACILITY",40
305000067,"FIBRIN DEGRAD PRODUCTS,PARACOAG - FACILITY",113
305000068,"FIBRIN DEGRAD PRODUCTS,PARACOAG - FACILITY",113
305000070,"THROMBIN TIME, PLASMA - FACILITY",65
305000071,THROMBOPLAS TIME PARTIAL - FACILITY,50
305000073,BLOOD VISCOSITY EXAMINATION - FACILITY,86
305000074,VON WILLEBRAND FACTOR ACTIVITY - FACILITY,135
305000075,"BLOOD CLOT FACTOR VIII TEST, VW FACTOR ANTIGEN - FACILITY",235
305000077,"BLOOD SMEAR,MICRO EXAM,MANUAL DIFF WBC - FACILITY",30
305000078,"FIBRIN DEGRADPRODUCTS,D-DIMER, QUANT - FACILITY",113
305000079,"BLOOD CLOT FACTOR VIII TEST, VW FACTOR, MULTIMETRIC ANALYSIS - FACILITY",270
305000081,BLOOD SMEAR MICRO EXAM W/O MANUAL DIFF - FACILITY,26
305000084,"BLOOD,OCCULT,FECAL HGB,FECES,1-3 SIMULT - FACILITY",118
305000103,NASAL SMEAR FOR EOSINOPHILS - FACILITY,60
305000114,HEMATOCRIT - FACILITY,25
305000115,HEMATOCRIT - FACILITY,25
305000116,HEMOGLOBIN - FACILITY,26
305000117,HEMOGLOBIN - FACILITY,26
305000118,HEMOGLOBIN - FACILITY,26
305000119,PLATELET COUNT - FACILITY,32
305000120,"FIBRINOGEN, ANTIGEN - FACILITY",89
306000002,ADENOVIRUS AMPL PROBE - FACILITY,194
306000005,AGENT NOS ASSAY W OPTIC - FACILITY,81
306000006,"ANTIBIOTIC SENS,AGAR DIFFUSN,EA - FACILITY",47
306000008,IAAD IA QUAL/SEMIQUAN MULTIPLE STEP ASPERGILLUS - FACILITY,91
306000009,BABESIA AMPL PROBE - FACILITY,196
306000011,"DETECT AGENT, MULT ORGS, DNA, AMP - FACILITY",387
306000012,"ANTIBIOTIC SENS,ENZYME DETECTION,EACH - FACILITY",64
306000013,BK VIRUS DETECTION BY PCR - FACILITY,194
306000014,BK VIRUS DNA QN BY RAPID PCR - FACILITY,277
306000016,BORDETELLA AMPL PROBE EA - FACILITY,162
306000018,"LYME DIS, DNA, AMP PROBE - FACILITY",298
306000019,"CYTOMED, DNA, AMP PROBE - FACILITY",200
306000022,"ANTIBIOTIC SENS,ENZYME DETECTION,EACH - FACILITY",69
306000023,"CHYLMD PNEUM, DNA, AMP PROBE - FACILITY",70
306000025,"CHYLMD TRACH, DNA, AMP PROBE - FACILITY",168
306000027,IAAD IA CLOSTRIDIUM DIFFICILE TOXIN - FACILITY,91
306000029,"CYTOMEG, DNA, QUANT - FACILITY",333
306000030,COCCIDIOIDES BY RAPID PCR - FACILITY,194
306000031,"CULTURE TYPING, NUCLEIC ACID AMP PROBE, CULT/ISOLATE, EACH - FACILITY",108
306000032,"SPECIMEN CONCENTRAT, INFECT AGENTS - FACILITY",55
306000034,COXIELLA BURNETII/Q FEVER PC - FACILITY,194
306000037,CRYPTOCOCCUS AG W OPTIC - FACILITY,81
306000038,IAAD IA CRYPTOSPORIDIUM - FACILITY,75
306000039,"BACTERIA IDENTIFICATION, AEROBIC ISOLATE - FACILITY",92
306000040,"BACTERIA IDENTIFICATION, AEROBIC ISOLATE - FACILITY",81
306000041,"CULTURE SPEC, BACTERIA, NOT URINE,STOOL,BLOOD - FACILITY",70
306000043,"MYCOBACT CULTURE,ISOLATN - FACILITY",78
306000044,"CULT SPEC, ANAERB W/ADDN METHODS - FACILITY",75
306000045,"CULTURE SPECIMEN, ANAEROBIC - FACILITY",75
306000046,BLOOD CULTURE FOR BACTERIA - FACILITY,81
306000048,"FUNGUS IDENTIFICATION, MOLD - FACILITY",81
306000049,CULTURE FUNGI-IDENTIF - FACILITY,75
306000050,BLOOD FUNGUS CULTURE - FACILITY,69
306000051,CULTURE FUNGI-SKIN HAIR NAILS - FACILITY,65
306000052,FUNGUS ISOLATION CULTURE - FACILITY,68
306000053,"CULTURE TYPING, NUCLEIC ACID SEQUENCE, EACH ISOLATE - FACILITY",237
306000054,"CULTURE TYPING, NUCLEIC ACID SEQUENCE, EACH ISOLATE - FACILITY",238
306000056,MYCOBACTERIA IDENTIFICATION - FACILITY,94
306000059,BACTERIA CULTURE SCREEN - FACILITY,54
306000060,"STOOL CULTURE, ADDL PATHOGENS - FACILITY",72
306000061,"STOOL CULTURE,SALMONELLA & SHIGELLA - FACILITY",67
306000062,"CULTURE TYPING, NUCLEIC ACID AMP PROBE, CULT/ISOLATE, EACH - FACILITY",108
306000063,"CULTURE TYPING, NUCLEIC ACID DIRECT PROBE, CULT/ISOLATE, EACH - FACILITY",106
306000066,"URINE CULTURE, COLONY COUNT - FACILITY",65
306000070,EHRLICHIA AMPL PROBE - FACILITY,194
306000072,IAAD IA HEPATITIS B SURFACE AG NEUTRALIZATION - FACILITY,91
306000073,IAAD IA ENTAMOEBA HISTOLYTICA GRP - FACILITY,91
306000075,IADNA ENTEROVIRUS AMPLIF PROBE & REVRSE TRNSCRIP - FACILITY,358
306000076,EPSTEIN BARR AMPL PROBE - FACILITY,194
306000077,EPSTEIN BARR VIRUS - FACILITY,277
306000081,IADNA-DNA/RNA GI PTHGN MULTIPLEX PROBE TQ 12-25 - FACILITY,572
306000082,"HIV 1 GENOTYPE, DNA/RNA,REVERSE TRANSCRIPTASE/PROTEASE REGIONS - FACILITY",1025
306000083,IAAD IA GIARDIA - FACILITY,76
306000085,IAAD IA HPYLORI STOOL - FACILITY,86
306000088,"HEPATITIS B , DNA, QUANT - FACILITY",336
306000089,IAAD IA HEPATITIS B SURFACE ANTIGEN - FACILITY,82
306000090,IADNA HEPATITIS C AMPLIFIED PROBE&REVRSE TRANSCR - FACILITY,200
306000092,"HEPATITIS C VIRUS, GENOTYPE ANAL DNA/RNA - FACILITY",593
306000093,IADNA HEPATITIS C QUANT & REVERSE TRANSCRIPTION - FACILITY,262
306000094,IAAD IA HEPATITIS BE ANTIGEN - FACILITY,109
306000096,"HSV, DNA, AMP PROBE - FACILITY",256
306000098,"HHV-6, DNA, AMP PROBE - FACILITY",256
306000099,HISTOPL/BLASTOM AMPL PB - FACILITY,239
306000100,IAAD IA HISTOPLASM CAPSULATUM - FACILITY,100
306000101,IADNA HIV-1 QUANT & REVERSE TRANSCRIPTION - FACILITY,323
306000103,IAAD IA HIV-1 AG W/HIV-1 & HIV-2 ANTBDY SINGLE - FACILITY,105
306000105,IADNA HIV-1 AMPLIFIED PROBE & REVERSE TRANSCRPJ - FACILITY,241
306000106,"HOMOGENIZATION, TISSUE FOR CULTURE - FACILITY",60
306000108,IADNA HUMAN PAPILLOMAVIRUS HIGH-RISK TYPES - FACILITY,184
306000110,INF AGENT NOS AMPL PROBE EA ORGSM - FACILITY,196
306000115,JC VIRUS DETECTION BY PCR - FACILITY,194
306000116,TISSUE EXAM BY KOH - FACILITY,47
306000117,KPC/NDM AMPL PROBE - FACILITY,225
306000119,LEGIONELLA AG URINE W OPTIC - FACILITY,81
306000121,"DETECT AGENT, MULT ORGS, DNA, AMP - FACILITY",362
306000122,"LYME DIS, DNA, AMP PROBE - FACILITY",298
306000125,MALARIA AG W OPTIC - FACILITY,81
306000126,MALARIA DETECTION RAPID PCR - FACILITY,194
306000128,MK VIRUS AMPL PROBE - FACILITY,194
306000129,"MRSA, DNA, AMP PROBE - FACILITY",188
306000130,"M.TUBERCULO, DNA, AMP PROBE - FACILITY",252
306000131,"CULTURE TYPING, NUCLEIC ACID SEQUENCE, EACH ISOLATE - FACILITY",238
306000133,"CULTURE TYPING, NUCLEIC ACID AMP PROBE, CULT/ISOLATE, EACH - FACILITY",108
306000135,"CULTURE TYPING, NUCLEIC ACID AMP PROBE, CULT/ISOLATE, EACH - FACILITY",108
306000136,MYCOPLASMA GENITALIUM AMP PROBE - FACILITY,194
306000137,MYCOPLASMA HOMINIS AMP PROBE - FACILITY,214
306000138,"M.PNEUMON, DNA, AMP PROBE - FACILITY",449
306000139,"N.GONORRHOEAE, DNA, AMP PROB - FACILITY",194
306000143,NORWALK LIKE VIRUS AG - FACILITY,91
306000144,OVA AND PARASITES SMEARS - FACILITY,110
306000145,PARVOVIRUS AMPL PROBE - FACILITY,194
306000146,PARVOVIRUS B19 BY RAPID PCR - FACILITY,194
306000147,PINWORM EXAM - FACILITY,56
306000148,PNEUMOCYSTIS AMPL PROBE - FACILITY,194
306000149,PNEUMOCYSTIS JIROVECI PCR - FACILITY,194
306000150,RESP VIRUS 12 TO 25 TARGETS - FACILITY,572
306000151,RESP VIRUS 3 TO 5 TARGETS - FACILITY,382
306000153,IAAD IA ROTAVIRUS - FACILITY,73
306000158,"CULTURE TYPING, SEROLOGIC - FACILITY",41
306000159,"CULTURE TYPING, SEROLOGIC - FACILITY",41
306000161,SHIGA TOXIN AG W OPTIC - FACILITY,81
306000162,SHIGA TOXIN AMPL PROBE - FACILITY,194
306000163,"SMEAR,FLUOR STAIN,INTERP - FACILITY",72
306000164,"SMEAR, COMPLEX STAIN, FOR OVA/ PARA - FACILITY",76
306000165,"SMEAR,INCLUSION BODIES/PARASITES,INTERP - FACILITY",114
306000166,"SMEAR,PRIMARY W/INTERP - FACILITY",55
306000167,"SMEAR,INCLUSION BODIES/PARASITES,INTERP - FACILITY",93
306000168,"SMEAR,FLUOR STAIN,INTERP - FACILITY",72
306000169,"SMEAR,STAIN,WET MNT,INTERP - FACILITY",49
306000170,"SMEAR,INCLUSION BODIES/PARASITES,INTERP - FACILITY",140
306000171,"STAPH A, DNA, AMP PROBE - FACILITY",214
306000172,STREP A ASSAY W/OPTIC - FACILITY,53
306000174,STREP PNEUMONIAE AG W OPTIC - FACILITY,100
306000175,"STREP A, DNA, AMP PROBE - FACILITY",184
306000177,BACTERIA CULTURE SCREEN - FACILITY,54
306000178,"ANTIBIOTIC SENS,MACROTUB DIL - FACILITY",71
306000179,"ANTIBIOTIC SENS,DISK,EACH - FACILITY",65
306000181,"ANTIBIOTIC SENS,MIC,EACH - FACILITY",95
306000182,"ANTIBIOTIC SENS,MIC,EACH - FACILITY",76
306000186,TOXOPLASMA GONDII AMPL PB - FACILITY,194
306000188,TRICHOMONAS ASSAY W/OPTIC - FACILITY,103
306000189,IADNA TRICHOMONAS VAGINALIS AMPLIFIED PROBE TECH - FACILITY,150
306000191,TROPHERYMA WHIPPLEI AMPL PROBE - FACILITY,194
306000192,UREAPLASMA AMPL PROBE - FACILITY,201
306000193,INFECTIOUS AGENT DNA/RNA VANCOMYCIN RESISTANCE - FACILITY,240
306000194,VARICELLA ZOSTER VIRUS DETECT - FACILITY,194
306000196,"VIRUS ID,INOC TEST,OBSERV - FACILITY",160
306000197,"VIRUS ID,INOC TEST,ADDNL - FACILITY",203
306000199,"VIRUS ID;CENTRIF ENH TECH,W/IMMUNOFLUOR - FACILITY",133
306000201,WEST NILE AMPL PROBE - FACILITY,194
306000202,WHIPPLES DISEASE DNA DETECT - FACILITY,194
306000203,"CYTOMEG, DNA, AMP PROBE - FACILITY",244
306000207,MICROSPORIDIA PCR - FACILITY,196
306000209,"STOOL CULTURE, ADDL PATHOGENS - FACILITY",72
306000211,"ANTIBIOTIC SENS,AGAR DIFFUSN,EA - FACILITY",47
306000214,"HIV 1 GENOTYPE, DNA/RNA, OTHER REGIONS - FACILITY",263
306000215,COCCIDIOIDES AG EIA - FACILITY,91
306000226,Q FEVER PCR - FACILITY,438
306000232,CNS DNA/RNA AMP PROBE MULTIPLE SUBTYPES 12-25 - FACILITY,858
306000234,"SMEAR, COMPLEX STAIN, FOR OVA/ PARA - FACILITY",72
306000244,"ACANTHAMOEBA SPECIES, PCR - FACILITY",196
306000245,BORRELIA MIYAMOTOI PCR - FACILITY,196
306000258,"CHYLMD TRACH, DNA, AMP PROBE - FACILITY",192
306000259,"M.TUBERCULO, DNA, AMP PROBE - FACILITY",241
306000260,"N.GONORRHOEAE, DNA, AMP PROB - FACILITY",176
306000265,IADNA DNA/RNA ZIKA VIRUS AMPLIFIED PROBE TQ - FACILITY,214
306000269,"BORDATELLA PERTUSSIS, RESPM TEST - FACILITY",70
306000270,EBV DNA DETECT QUANT - FACILITY,277
306000296,"CULTURE SPEC, BACTERIA, NOT URINE,STOOL,BLOOD - FACILITY",70
306000297,"BACTERIA IDENTIFICATION, AEROBIC ISOLATE - FACILITY",81
306000298,"BACTERIA IDENTIFICATION, AEROBIC ISOLATE - FACILITY",81
306000299,BACTERIA CULTURE SCREEN - FACILITY,54
306000301,"CULTURE TYPING, NUCLEIC ACID SEQUENCE, EACH ISOLATE - FACILITY",238
306000302,"ANTIBIOTIC SENS,MIC,EACH - FACILITY",95
306000303,IAAD IA HEPATITIS B SURFACE AG NEUTRALIZATION - FACILITY,91
306000304,IAAD IA HIV-1 AG W/HIV-1 & HIV-2 ANTBDY SINGLE - FACILITY,105
306000305,IADNA HEPATITIS C QUANT & REVERSE TRANSCRIPTION - FACILITY,262
306000306,IADNA DNA/RNA ZIKA VIRUS AMPLIFIED PROBE TQ - FACILITY,165
306000307,BORRELIA MIYAMOTOI PCR 1 - FACILITY,196
306000308,INF AGENT NOS AMPL PROBE EA ORGSM 1 - FACILITY,196
306000309,"DETECT AGENT, MULT ORGS, DNA, AMP - FACILITY",362
306000310,"HEPATITIS C VIRUS, GENOTYPE ANAL DNA/RNA - FACILITY",593
306000311,"MYCOBACT CULTURE,ISOLATN - FACILITY",78
306000322,"M.PNEUMON, DNA, AMP PROBE - FACILITY",70
307000000,URINE SCREEN FOR BACTERIA - FACILITY,31
307000003,"URINALYSIS, AUTO, W/O SCOPE - FACILITY",26
307000004,"URINALYSIS, AUTO, W/SCOPE - FACILITY",35
307000005,"URINALYSIS, AUTO, W/O SCOPE - FACILITY",26
307000010,"URINALYSIS, AUTO, W/O SCOPE - FACILITY",26
307000012,"URINALYSIS, VOLUME MEASURE - FACILITY",28
307000013,URINE PREGNANCY TEST - FACILITY,48
310000001,CHROMOSOME BANDING STUDY - FACILITY,472
310000002,CHROMOSOME ANALY:AMNIOTIC - FACILITY,1748
310000003,"CHROMOSOME ANAL:15-20,2 KARYOTYPES - FACILITY",1537
310000004,CHROMOSOME ANALYSIS:20-25 - FACILITY,1746
310000005,"CHROMOSOME ANAL:15-20,2 KARYOTYPES - FACILITY",1938
310000007,CHROMOSOME COUNT:ADDN CELLS - FACILITY,523
310000010,CHROMOSOME ANALYSIS:20-25 - FACILITY,1746
310000012,"CHROMOSOME ANAL:BREAKGE,50-100 CELLS - FACILITY",1345
310000015,CELL CRYOPRESERVE/STORAGE - FACILITY,257
310000016,CYTO/MOLECULAR REPORT - FACILITY,326
310000017,CYTO/MOLECULAR REPORT - FACILITY,326
310000018,"CYTOGENETICS, 10-30 - FACILITY",115
310000019,"CYTOGENETICS, 10-30 - FACILITY",1094
310000020,"CYTOGENETICS, 100-300 - FACILITY",255
310000022,"CYTOGENETICS, 25-99 - FACILITY",239
310000023,"CYTOGENETICS, 25-99 - FACILITY",239
310000025,"CYTOGENETICS, DNA PROBE - FACILITY",50
310000028,"TISSUE CULTURE, PLACENTA - FACILITY",1355
310000029,"TISSUE CULTURE, BONE MARROW - FACILITY",1219
310000030,"TISSUE CULTURE, LYMPHOCYTE - FACILITY",796
310000031,"TISSUE CULTURE, SKIN/BIOPSY - FACILITY",796
310000032,"TISSUE CULTURE, TUMOR - FACILITY",779
310000037,MICROSLIDE CONSULT - FACILITY,500
310000040,"CHROMOSOME ANAL:BREAKGE,20-25 CELLS - FACILITY",757
310000041,"FLOWCYTOMETRY/READ, 2-8 MARKERS - FACILITY",431
310000045,IMMUNOFLUORESCENCE PER SPEC 1ST SINGL ANTB STAIN - FACILITY,238.2
310000046,IMMUNOFLUORESCENCE PER SPEC ADD SINGL ANTB STAIN - FACILITY,212.72
310000056,CHROMOSOME ANALY:AMNIOTIC - FACILITY,1748
310000057,"CHROMOSOME ANAL:BREAKGE,50-100 CELLS - FACILITY",1345
310000059,CHROMOSOME ANALY:PLACENTA - FACILITY,1990
310000064,IMMUNOFLUORESCENCE PER SPEC 1ST SINGL ANTB STAIN - FACILITY,238.2
310000065,IMMUNOFLUORESCENCE PER SPEC ADD SINGL ANTB STAIN - FACILITY,212.72
311000001,"FLOWCYTOMETRY/ TECH COMPONENT, 1 MARKER - FACILITY",320
311000002,SCREEN PAP BY TECH W MD SUPV - FACILITY,76
311000004,CYTOPATH TBS CERV/VAG MANUAL - FACILITY,126
311000005,CYTOPATH CERV/VAG THIN LAYER - FACILITY,95
311000007,"CYTOPATH, CELL ENHANCE TECH - FACILITY",405.37
311000008,"CYTOPATH FLUIDS,FILTER,INTERP - FACILITY",306.88
311000009,"CYTOPATH FLUIDS,SMEAR,INTERP - FACILITY",133.2
311000010,"CYTOPATH,OTHR SOURC,PREP,SCRN,INTERP - FACILITY",133.1
311000011,"CYTOPATH, INSITU HYBRID URINE SPEC 3-5 PROBES EACH,MANUAL - FACILITY",2246.21
311000012,"CELL MARKER STUDY,DNA - FACILITY",519
311000013,"FLOWCYTOMETRY/TECH COMPONENT, ADD-ON - FACILITY",97
311000014,"FLOWCYTOMETRY/ TECH COMPONENT, 1 MARKER - FACILITY",320
311000015,"FLOWCYTOMETRY/ TECH COMPONENT, 1 MARKER - FACILITY",320
311000016,"FLOWCYTOMETRY/READ, 16 & > MARKERS - FACILITY",718
311000018,"FLOWCYTOMETRY/READ, 9-15 MARKERS - FACILITY",496
311000020,CYTOPATH CERV/VAG INTERPRET - FACILITY,163
311000022,"CYTOPATH FLUIDS,CONCENTRATN,INTERP - FACILITY",287.35
311000023,"EVALUATION OF FNA SMEAR TO DETERMINE ADEQUACY, EA ADD EVAL - FACILITY",19.25
311000024,"EVALUATION OF FNA SMEAR TO DETERMINE ADEQUACY, FIRST EVAL - FACILITY",116.57
311000025,INTERPRETATION OF FNA SMEAR - FACILITY,362.62
311000026,CYTOPATH CERV/VAG THIN LAYER - FACILITY,95
311000029,"FLOWCYTOMETRY/READ, 2-8 MARKERS - FACILITY",431
311000031,SCREEN CERV/VAG THIN LAYER - FACILITY,95
311000035,"FLOWCYTOMETRY/ TECH COMPONENT, 1 MARKER - FACILITY",320
312000000,COMPREHENSIVE REVIEW OF DATA PRO - FACILITY,712
